sentence,add1,addk,tokentype
लालू ने अपने अंदाज में कहा कि जापान की निगाह भारतीय रेल पर है वो दिन भी आ जाएगा जब तुम मीडिया वाले लोग भी रेल पर नहीं चढ़ पाओगे . लालू ने आरोप लगाते हुए कहा कि रेल लगातार घाटे में जा रही है .,3.2879761043753555e-160,1.0443754191816834e-150,8.920479067182349e-184
अभिषेक की जीत अब तक की सबसे बड़ी जीत,9.393146665946647e-35,1.1557005029898244e-32,2.175521631805624e-40
"पूर्वाचंल सहित उत्तर भा़रत के मरीजों को मिली बड़ी सौगात , BHU के नेत्र विभाग को मिला क्षेत्रीय नेत्र संस्थान का दर्जा",1.9746776075890669e-84,2.5874388376879802e-80,1.4822277396120518e-90
"ये कुछ ऐसा ही है जैसे की सभी ने इसके साथ फ्लर्ट किया है , लेकिन कोई भी इसका हाथ मांगने के लिए मेरे पास नहीं आया है। जिस दिन भी कोई कंपनी अच्छे ऑफर के साथ आएगी , हम इसके लिए तैयार हैं। ' कुछ दिन पहले ही जेट एयरवेज के कार्यकारी निदेशक सरोज दत्त ने कहा था कि जेट एयरवेज और स्पाइसजेट के बीच काफी समानताएं हैं।",1.5700381303861885e-235,7.674873552882427e-221,6.60191161236341e-275
वैसे महेंद्र सिंह धोनी ने खुद गेंदबाजी करते हुए सबको हैरान कर दिया . द्रविड़ को विकेटकीपर के दस्ताने थमाकर धोनी ने ओवर करना शुरू कर दिया . धोनी मध्यम गति से गेंदें फेंकी . आठ ओवरों तक धोनी ने गेंदबाजी की और एक बार तो पीटरसन को आउट भी कर दिया . लेकिन पीटरसन ने अंपायर के फैसले की समीक्षा की अपील की जिससे उन्हें जीवनदान मिल गया . बाद में पीटरसन की पारी भारत के लिए महंगी साबित हुई .,1.0709329388868957e-286,2.4603986568653613e-270,0.0
दिल्ली के सफदरजंग रेलवे स्टेशन से शुरू हुई इस ट्रेन के मुसाफिरों का स्वागत कुछ इस अंदाज में किया गया।,1.3194004548811478e-72,3.5791710230424355e-68,4.7817242075836965e-83
"महान नेता हमेशा अनिवार्य होते हैं। अपने नेतृत्व कौशल का प्रदर्शन करने के लिए , एक परियोजना का नेतृत्व करने के लिए स्वयंसेवक , चाहे कितना छोटा हो। जब आप समय पर और बजट पर उत्कृष्ट परिणाम देने में सक्षम होते हैं आपके सहयोगियों को कोई नहीं लेना पड़ता है",1.6463178967223318e-177,1.3125646630860898e-167,1.2837165860000171e-200
"भ्रष्टाचार और अपराध आदि से निराश होकर बैठने नहीं , हम भारत का भविष्य बनाने के लिए जग में आए हैं",3.497582390296147e-77,7.063361557721322e-73,1.795462256535275e-87
निगरानी विभाग के डीएसपी डीएन सिंह ने बताया कि बरबीघा के फैजाबाद मुहल्ला के भोला प्रसाद का साढ़े पांच डिसमिल जमीन एनएच 82 में चला गया जिसमें मुआवजा देने के बदले दस हजार रुपये घूस मांगा था .,3.533261656376556e-136,9.794055467474816e-129,6.245104365938299e-151
"बेहतर मानसून के कारण चालू खरीफ सत्र में फसलों की बोआई में बढ़ोतरी हुई है। सभी प्रकार के खरीफ फसलों का रकबा पिछले साल के मुकाबले 104 फीसदी बढ़ा है। तिलहन फसलों का रकबा पिछले साल के मुकाबले 525 फीसदी बढ़ा। दलहन फसलों का रबका करीब 222 फीसदी बढ़ा। प्रमुख खरीफ फसल धान का रकबा पिछले साल के मुकाबले 35 फीसदी बढ़ा है। खेती की भाषा में जितने बड़े क्षेत्र में फसल की बोआई या रोपाई होती है , उसे रकबा कहा जाता है। कृषि और किसान कल्याण मंत्रालय द्वारा शुक्रवार को जारी किए गए आंकड़ों में कहा गया है कि फसल सत्र 2020 21 ( जुलाई जून ) में 315 . 63 लाख हेक्टेयर में खरीफ फसलों की बोआई की गई है। इससे पिछले साल के मुकाबले यह 161 . 11 लाख हेक्टेयर या 104 . 25 फीसदी ज्यादा है।",0.0,0.0,0.0
"बीमारी नई थी। उस समय रेमडेसिविर का उपयोग नहीं किया जा रहा था , लेकिन उन्हें ठीक कर दिया। इसके बाद तो लगातार मरीज आते रहे। बीते साल दीपावली पर मैं खुद ही पाजिटिव हो गया। इसके बाद भी अस्पताल में मरीजों का इलाज करता रहा। इसी दौरान पिता को भी हार्ट से जुड़ी तकलीफ हो गई। उनका आपरेशन कर चार स्टेंट डाले गए। वह काफी मुश्किल समय था।",2.0799229905009596e-241,3.933440206952947e-227,3.166527084717004e-275
"इसमें जोड़ सूज भी सकते हैं , लाल भी हो सकते हैं और बुखार भी आ सकता है।",6.129037320858799e-62,8.828507604830447e-58,1.7188340204209755e-73
"Read More : शराब के नशे में धुत्त युवक 140 की स्पीड से दौड़ा रहे थे कार , नहर में पलटी तो उतरा नशा , बाल बाल बची तीन जिंदगी",1.137863768615529e-114,2.536704062622831e-109,3.537008955185278e-121
"यह पूछने पर कि इस बड़े मैच से पहले उनकी नींद गायब हुई तो बाबर ने कहा , "" हम काफी टूर्नामेंट खेल चुके हैं , हमने चैम्पियंस ट्राफी में भी अच्छा किया था . हम इसे जितना सरल रखेंगे , उतना ही बेहतर होगा . इसमें सिर्फ बेसिक्स पर अडिग रहना होगा और साथ ही शांत चित्त बने रहना होगा . हमारी तैयारी हमारे हाथों में हैं और हमने अपना शत प्रतिशत दिया है . हमें मैच के दिन अच्छी क्रिकेट खेलने की उम्मीद है . """,1.3036101244401445e-305,1.442330936709826e-287,0.0
रविवार की रात 10 ः 30 बजे मुंगावली कस्बे के मल्हारगढ़ रोड़ निवासी रामानुज दांगी एडव्होकेट ने फांसी लगाकर आत्महत्या कर ली। आत्महत्या के कारणों का पता नहीं चला है। वहीं सोमवार के दिन नगर के समस्त वकीलों ने न्यायालय परिसर में रामानुज की आत्मा की शांति के लिए दो मिनिट का मौन धारण कर श्रद्घांजलि अर्पित की। पुलिस मामले की जांच कर रही है।,2.3244662211431082e-231,1.5485862776806566e-218,4.421049635422064e-257
आज से 26 तक नहीं आएगी एयर इंडिया की दोपहर वाली फ्लाइट,6.15512310725163e-48,1.521096833964801e-45,2.1211797461286308e-52
इंजीनियरों और वास्तुकारों के साथ 15 सदस्यीय श्री राम जन्मभूमि तीर्थ क्षेत्र ट्रस्ट की दो दिवसीय बैठक के बाद यह घोषणा की गई है। बैठक की अध्यक्षता ट्रस्ट प्रमुख नृपेंद्र मिश्रा ने की।,2.34975544012292e-117,1.340020505841704e-110,4.564764114040102e-133
"नियमित कप्तान विराट कोहली और मुख्य टीम के इंग्लैंड दौरे पर होने के कारण शिखर धवन की अगुवाई में कम अनुभवी दल श्रीलंका दौरे पर है। यहां तीन वनडे और इतने ही टी 20 मैच की सीरीज खेली जानी है। दौरे की शुरुआत 13 जुलाई को होगी , लेकिन उससे पहले सोमवार को भारतीय खिलाड़ियों ने इंट्रा स्क्वॉड मैच खेला।",2.9336309927485985e-218,7.891153764184055e-207,1.0738568575731301e-238
"प्रारंभ में यह समुदाय उच्च बाल मृत्यु दर से जूझ रहा था , जिसके कारण कई नन सभाओं को चिकित्सा क्षेत्र से जुड़ने के लिए मजबूर किया गया . इसके बाद इन सभाओं ने भी अपने अस्पताल की शुरुआत की , जिससे कई ननों को नर्स नियुक्त किया गया . धीरे धीरे इन अस्पतालों ने नर्सिंग कॉलेज खोला . कई ईसाई परिवार अपनी आजीविका चलाने के लिए इस क्षेत्र से जुड़ गये . फिर पीढ़ी दर पीढ़ी वे अपने बच्चों को भी इस क्षेत्र से जोड़ने लगे .",6.774273255952235e-303,1.2735419832780149e-284,0.0
"लेकिन आगे कुछ ऐसा हुआ जिसके बारे में किसी ने सोचा भी नहीं था। शुरुआत में काफी वाह वाही लूटने के बाद पेंटिंग को श्रापित घोषित कर दिया गया। पेंटिंग के 35 साल बीच जाने के बाद लोग कहने लगे कि ये पेंटिंग जिस घर में भी लगती है , वहां आग लग जाती है। लेकिन ऐसी बातों को शुरुआत में सिर्फ एक अफवाह माना जा रहा था। लेकिन समय के साथ साथ ऐसे हादसे इतने बढ़ गए कि इसे श्रापित घोषित करना पड़ा था। लोगों में इस पेंटिंग को लेकर इतना डर बैठ गया था कि उन्होंने इस पेंटिंग को घर से बाहर निकालकर इसमें आग लगा दी थी। लोगों ने बताया कि इस पेंटिंग में जो बच्चा रो रहा है , वो एक आत्मा है।",0.0,0.0,0.0
"टूर्नामेंट में अबतक खामोश ही रहे भारतीय विश्व कप टीम में शामिल कार्तिक ने 50 गेंद में नाबाद 97 रन बनाए , जिसकी बदौलत कोलकाता तीन विकेट पर 49 रन से उबरते हुए 176 रन जोड़ पाया , लेकिन 17 वर्षीय युवा रियान पराग ने 47 ओर जोफ्रा आर्चर ने नाबाद 27 रन बनाकर कोलकाता से जीत छीन ली।",1.58095096612241e-218,1.376050055069303e-207,2.596882643461285e-235
सिरसागंज में प्रसिद्ध तीज महोत्सव मेला शुरू,2.4517057024611255e-30,5.528578087926701e-29,7.494203412451706e-32
"ये भी पढ़ें चित्रकूट जिला जेल फायरिंग मामले पर नाराज सीएम योगी ने कहा , छह घंटे में मामले की रिपोर्ट हाजिर करें अफसर",1.2401298791208718e-87,1.200168929943082e-82,7.917938521747272e-99
"अहमदाबाद मेडिकल एसोसिएशन की अध्यक्ष डॉ मोना देसाई ने कहा , समस्या मरीज़ों में जागरूकता की नहीं थी . चूंकि अस्पतालों में मृत्यु दर अधिक थी , इसलिए मरीज़ इन अस्पतालों में जाने से डरते थे .",6.042911312763181e-131,2.562918455641964e-123,2.6573067806015462e-148
बीच झगड़ा हुआ। अब वे सीसीटीवी फुटेज में दिख रहे 2 लोगों से बातचीत करना चाहेंगे।,3.0806627619886678e-61,6.983736147484981e-58,7.410150992791932e-67
इंदौर को मिली नवीन माइक्रोलाइट हवाई जहाज की सौगात,3.06750748298952e-37,1.806698568009236e-35,1.0498277546591617e-39
"महिला आरक्षक का आरोप है कि ढाई साल से श्री श्रीवास्तव उसे परेशान कर रहे थे। करीब छह महीने ( मई 2015 ) पहले उसने इसकी पुलिस में लिखित शिकायत भी की थी , लेकिन अब तक कोई कार्रवाई नहीं हुई। उसका आरोप है कि उपायुक्त श्री श्रीवास्वत ने ही उसका तबादला करा दिया था और अब अच्छी पोस्टिंग कराने के नाम पर परेशान कर रहे थे। इसी वजह से वह गुरुवार को उनके साथ मारपीट करने ही गई थी।",4.8767480913460185e-275,4.2086785101968645e-258,1.5332206e-317
"ट्रंप ने सोमवार रात ट्वीट किया , व्हाइट हाउस में अटॉर्नी जनरल बार के साथ शानदार बैठक हुई। हमारे बहुत अच्छे संबंध हैं। उन्होंने शानदार काम किया। त्यागपत्र के मुताबिक , बार अपने परिवार के साथ छुट्टियां मनाने के लिए क्रिसमस से पहले पद छोड़ देंगे।",2.5049563990588234e-163,3.926778647753468e-154,5.335175616638821e-185
प्रधानमंत्री ने विशेष विमान में संवादादाताओं से कहा कि तेल कीमतों में वृद्धि लोगों को परेशान कर देता है लेकिन हम हमेशा लोकप्रिय बजट के साथ दृढ़ नहीं रह सकते। ऐसा करने से निवेश के माहौल और रोजगार परिदृश्य से समझौता करना होगा।,9.141663218097553e-153,4.659808907049793e-144,2.4380970652736152e-172
"समाचार एजेंसी ' डीपीए ' के अनुसार , उप गृह मंत्री पैट्रीकियो रोसेंडे ने कहा कि 76 लोगों के मरने की पुष्टि हो चुकी है। पिछले कई सालों से हमने इतना बड़ा हादसा नहीं देखा।",5.860668165965582e-124,1.1449231867377511e-116,2.4515690496347873e-140
"लिविंग रूम है पहली पसंद , स्किन कॉन्डम्स की ओर से 18 से 34 साल के लोगों के बीच करवाए गए एक सर्वे में इस बात का खुलासा हुआ है कि 78 प्रतिशत लोग अपने बेडरूम की बजाए लिविंग रूम में सेक्स करना पसंद करते हैं।",1.2127590279378403e-160,3.2482827096377414e-151,1.2901946071386416e-183
"गौरतलब है कि कश्मीरा इंस्टाग्राम पर एक्टिव रहती हैं। कश्मीरा को चार लाख से अधिक लोग फॉलो करते हैं , वहीं खुद वो करीब 100 लोगों को फॉलो करती हैं।",1.189877244985655e-104,3.0047162197395724e-98,4.324611098148971e-120
"कंट्रोल रूम से दी गई जानकारी के अनुसार सिटी सर्विस के तहत शहरी इलाकों में आम दिनों से काफी कम बसें चलीं। गांधी मैदान से दानापुर स्टेशन के लिए 10 , AIMS के लिए 3 , पटना साहिब के लिए 4 , बिहारशरीफ के लिए तीन गई और वहां से 2 आईं , राजगीर के लिए 1 , बिहटा IIT के लिए 14 , एयरपोर्ट के लिए 2 और नवादा के लिए 3 डीजल बसें चलीं। जबकि , इलेक्ट्रिक की दरभंगा के लिए 1 , राजगीर के लिए 1 , एयरपोर्ट के लिए 2 और दानापुर के लिए 2 बसें चलीं।",0.0,4.6032e-319,0.0
"मौके पर मौजूद लोगों ने बताया कि युवक एक लड़की के साथ वहां आया हुआ था। दोनों हाथों में हाथ डालकर घूम रहे थे। तभी तीन युवतियां वहां पहुंची। उन्हें देखकर युवक सकपका गया। उनमें से एक युवती उस पर बरस पड़ी । उसने कहा कि तुम लड़कियों के जज्बात से खेलते हो। जैसे उसके साथ प्यार का नाटक किया , वैसे ही अब इसके साथ कर रहे हो। युवक ने बताया कि वह उसकी सिर्फ अच्छी दोस्त है , इसके सिवाय कुछ नहीं है लेकिन युवती गुस्से में जोर से बोलती रही। वहां कई लोग आ चुके थे। इसके बाद प्रेमी युगल में झगड़ा हो गया। दोनों एक दूसरे के बारे में उल्टा सीधा बोलने लगे।",0.0,0.0,0.0
"यह शहर का पहला प्रोजेक्ट है , जिसका उपयोग राष्ट्रीय सुरक्षा में किया जाएगा। सिंहस्थ में इंडियन मेडिकल एसोसिएशन द्वारा चलाई गई नमो एंबुलेंस का उपयोग आपदा प्रबंधन में किया जाएगा।",3.116680250515488e-111,9.468776821389231e-105,6.525882408387595e-126
"प्रदेश भारतीय जनता पार्टी ने शनिवार को 10 पदाधिकारियों को संगठन में नियुक्त किया। इसमें सबसे चौंकाने वाली नियुक्ति एके शर्मा की रही। उन्होंने 5 फरवरी को एमएलसी पद की शपथ ली थी , तब से उन्हें डिप्टी सीएम से लेकर न जाने क्या क्या बनाए जाने की अटकलें थीं। नेतृत्व ने उन्हें प्रदेश संगठन में 15 अन्य उपाध्यक्षों के साथ तैनाती देकर साफ कर दिया है कि फिलहाल उनका मंत्री बनना मुमकिन नहीं है। शायद यही वजह रही कि एके शर्मा ने नियुक्त के तुरंत बाद ट्वीट कर सहर्ष संगठन की सेवा करने का संदेश दे दिया। हालांकि पार्टी नेता इसे फिलहाल मंत्रिमंडल विस्तार पर पूर्ण विराम नहीं मान रहे। उनका कहना है कि एके शर्मा का संगठन में जाना केवल उनके मंत्रिमंडल में शामिल होने की अटकलों पर विराम है। मंत्रिमंडल विस्तार में पार्टी के अन्य पदाधिकारियों को समाहित किए जाने की उम्मीद अभी भी बरकरार है।",0.0,0.0,0.0
आईएईए ने इस बात को लेकर ईरान की आलोचना की थी कि वह गोपनीय ढंग से रखी गई परमाणु सामग्री और इससे जुड़ी गतिविधियों को लेकर सवालों के जवाब नहीं दे रहा और दो ठिकानों की जांच की अनुमति नहीं दे रहा।,5.686512809696112e-148,5.100441875801573e-139,5.1619813717345924e-170
सलमान खान नहीं साइन करेंगे अब कोई फिल्म !,1.8773281083903296e-36,1.6771473841560127e-34,4.764113398604805e-40
"नई दिल्ली , लाइफस्टाइल डेस्क। बदलते परिवेश में लोगों की जीवनशैली पूरी तरह से बदल गई है। इससे लोगों में न केवल आलसपन , ब्लकि लापरवाही भी बढ़ गई है। इनसे सेहत पर बुरा असर पड़ता है और कई बीमारियां जन्म लेती हैं। इनमें डायबिटिज , मोटापा और बालों की समस्या आम हैं। डायबिटीज एक ऐसी बीमारी है , जिसमें इलाज के साथ साथ परहेज की जररूत होती है। विशेषज्ञों की मानें तो डायबिटीज किसी भी उम्र में हो सकती है। इसके लिए खानपान पर विशेष ध्यान देना चाहिए। साथ ही मीठे चीजों से दूर रहना चाहिए। अगर आप भी डायबिटीज के मरीज हैं और ब्लड शुगर को नियंत्रित करना चाहते हैं , तो अपनी डाइट में कटहल को जरूर शामिल करें। जबकि कटहल का आटा डायबिटीज के मरीजों के लिए अमृत समान होता है। इससे डायबिटीज में बहुत जल्द आराम मिलता है। आइए जानते हैं",0.0,0.0,0.0
मुफ़लिसी के हालात,1.0789561455528842e-15,4.219686057126925e-15,2.088563176673886e-16
"महासभा के वरीय उपाध्यक्ष ओपी श्रीवास्तव ने शुक्रवार को बताया कि उद्घाटन राष्ट्रीय ध्वज और महासभा के झंडोत्तोलन से होगा। राष्ट्रीय अध्यक्ष चौधरी जितेंद्र सिंह , मध्यप्रदेश के शिक्षा सह स्वास्थ्य मंत्री विश्वास सारंग , पूर्व केंद्रीय मंत्री जयंत सिन्हा , धनबाद के विधायक राज सिन्हा , भाजपा के पूर्व प्रदेश अध्यक्ष अभयकांत प्रसाद , बनारस के एमएलसी आशुतोष सिन्हा विशेष रूप से शामिल होंगे।",9.39343035156031e-235,4.1210236597403826e-222,5.6043429882254566e-257
"फौजी गेम के बारे में फिलहाल इतनी ही इन्फॉर्मेशन सामने आई है। यह गेम तब लॉन्च किया जा रहा है , जब पबजी पर बैन लगा दिया है। पबजी भारत में बेहद पॉपुलर था। इसे देश में करीब 17 . 5 करोड़ लोगों ने डाउनलोड किया था।",3.4698486224593665e-161,3.218566096474346e-151,4.660264473252487e-186
"गजराराजा मेडिकल कॉलेज के लिए सबसे बड़ी परेशानी सुपर स्पेशियलिटी ब्लॉक में डॉक्टरों की नियुक्ति बन गई है। क्योंकि मार्च में विज्ञप्ति निकालने के बाद तीन बार डेट बढ़ाई गई , इसके बाद भी करीब 30 आवेदन ही मिले हैं। संभागीय कमिश्नर बीएम शर्मा , जीआर मेडिकल कॉलेज के डीन डॉ . भरत जैन की मौजूदगी में शनिवार को इन पदों को भरने के लिए डॉक्टरों के इंटरव्यू होंगे। परेशानी यह है कि इसमें भी हेपेटोलॉजी , पीडियाट्रिक्स , गेस्ट्रोएंटोलॉजी , इंटर्वेंशनल रेडियोलॉजी , न्यू नेट्रोलॉजी , गेस्ट्रो सर्जरी एवं नेफ्रोलॉजी में कोई आवेदन ही नहीं आया है। सबसे अधिक आवेदन एनेस्थीसिया विभाग में ही आए हैं। जबकि अधीक्षक के पद के लिए करीब 5 6 आवेदन कॉलेज को प्राप्त हुए हैं। कॉलेज प्रबंधन को डॉक्टरों के 88 पद भरना है , जबकि आवेदन ही कम आ रहे हैं। शुरूआत में तो डॉक्टरों ने इसमें रूचि दिखाई थी , लेकिन जब प्राइवेट प्रैक्टिस प्रतिबंध हुई तो आवेदन भी कम आने लगे।",0.0,0.0,0.0
"पहली पत्नी से रामविलास पासवान की दो बेटियां , 23 साल बाद तलाक देकर रीना से कर ली थी दूसरी शादी",1.5186983909682752e-80,1.6632355452134383e-76,2.0300288982586036e-87
पिछले दो तीन दिन में मानसून ने पूरे देश में रफ्तार पकड़ी है। ( फाइल फोटो ),2.1332783472421576e-64,7.246558041290914e-61,9.358542922535717e-72
ममता की पहली फेसबुक पोस्ट,4.966706631102961e-22,7.177614866585438e-21,1.9557852055634384e-24
दीपिका का ये जवाब सुनकर कल्पना हैरान रही गईं। ' मुंबई मिरर ' में छपी खबर के मुताबिक लाजमी ने दीपिका के सेक्रेटरी को फोन किया तो उन्होंने कहाकि दीपिका के पास लाजमी की फिल्म के लिए डेट्स नहीं हैं। लाजमी ये फिल्म दीपिका के साथ बनाने की इच्छुक थी इसलिए उन्होंने दीपिका की डेट्स मिलने का इंतजार किया।,6.129733444496066e-213,9.516204790973147e-202,1.4769401830143591e-236
पलक ने मां श्वेता से बताई थी अपनी दिली ख्वाहिश,1.1981444905193012e-41,7.987972970213517e-40,8.933190687429308e-44
रायबरेली जनपद के डलमऊ थाना क्षेत्र के पूरे भुइयन मजरे कनहा निवासी राहुल कुमार ट्रक चालक था। रविवार की रात वह कानपुर से प्रयागराज जा रहा था तभी वह शहर के लखनऊ बाईपास पर ही पहुंचा था कि तभी प्रयागराज की ओर से आ रहे दूसरे ट्रक से जोरदार भिड़ंत हो गई। हादसे की तेज आवाज से आसपास के लोगों को हादसे की जानकारी हुई। आसपास के लोग इकट्ठा हो गए और ट्रकों में फंसे चालकों को निकालने का प्रयास किया लेकिन वह नहीं निकाल सके। इसी दौरान सूचना पर पहुंची कोतवाली पुलिस ने किसी तरह दोनों ट्रकों के चालकों को बाहर निकाला और गंभीर हालत में जिला अस्पताल पहुंचाया। जहां डॉक्टर ने राहुल को मृत घोषित कर दिया। वहीं दूसरे की हालत नाजुक देख उसे कानपुर रेफर कर दिया। दूसरे की पहचान नहीं हो सकी। पुलिस ने पहचान कराने का प्रयास किया लेकिन उसे भी सफलता नहीं मिल सकी। बताया जा रहा है कि घायल चालक बेरा गढ़ीवा का है। हालांकि दोपहर तक पहचान करने के लिए कोई नहीं पहुंचा था।,0.0,0.0,0.0
"प्रमुख सचिव से मिलने पहुंचे प्रतिनिधिमंडल में सूरी , सहित सपन अरोरा , दिनेश डावर , भोपाल होटेलियर एसोसिएशन के अध्यक्ष हरमिंदर सिंह आदि थे। प्रतिनिधिमंडल ने सीएम हाउस और मुख्य सचिव कार्यालय पहुंचकर भी ज्ञापन सौंपा।",2.782472281464847e-139,1.8459627818999857e-132,8.967796681747373e-150
"बैंक ने कहा है कि एक दिन तथा एक महीने की अवधि के कर्ज पर कोष की सीमांत लागत आधारित ब्याज दर ( एमसीएलआर ) क्रमश : 8 . 25 फीसदी तथा 8 . 30 फीसदी होगी . इसी प्रकार , एक साल के लिए एमसीएलआर 8 . 65 फीसदी होगी , जो पहले 8 . 75 फीसदी थी . ज्यादातर खुदरा कर्ज अब एमसीएलआर से जुड़े हैं . उल्लेखनीय है कि रिजर्व बैंक द्वारा पिछले महीने प्रमुख नीतिगत ब्याज दर रेपो में 0 . 25 फीसदी की कटौती के बाद बैंक ब्याज दर कम कर रहे हैं .",0.0,4.09241e-317,0.0
स्पीड ब्रेकर बन रहा है,5.4690053292382665e-21,8.804428845118887e-20,1.2248381690306972e-23
"भदोही। जनपद के कोईरौना थाना क्षेत्र के एक गांव में सिरफिरे युवक ने एक तरफा प्रेम में घर के दरवाजे पर सो रही छात्रा को चाकू से कई वार कर गंभीर रूप से जख्मी कर दिया। सूचना पर पहुंची पुलिस ने घायल छात्रा को गोपीगंज सीएचसी में भर्ती कराया , जहां से उसे वाराणसी बीएचयू के लिए रेफर कर दिया गया।",2.3535473136208584e-212,9.704206858046329e-200,8.155290613663462e-241
"पलवल से ग्रेटर नोएडा तक परियोजना के हवाई सर्वेक्षण से पता चला है कि थोड़े थोड़े हिस्से में काम पूरा हुआ है। गडकरी ने कहा कि यह देश की पहली परियोजना है कि जिसके लिए जमीन अधिग्रहण की लागत परियोजना की लागत से ज्यादा रही। परियोजना की कुल लागत 4 , 418 करोड़ रुपये रही और जमीन अधिग्रहण तथा मुआवजे की लागत 5 , 900 करोड़ रुपये है। हालांकि उनसे जब यह पूछा गया कि किसानों को मुआवजे का आवंटन कम किया जाएगा तो उन्होंने कहा कि 2 से 3 महीने में यह काम हो जाएगा। लेकिन उन्होंने इसके बारे में और ज्यादा जानकारी नहीं दी। इस परियोजना को 6 चरणों में बनाया जा रहा है जिसका ठेका सदभाव इंजीनियरिंग , जयप्रकाश एसोसिएट्स , अशोक बिल्डकॉन , ओरिएंटल स्ट्रक्चर और गायित्री प्रोजेक्ट्स को दिया गया है।",0.0,0.0,0.0
कोरोना विवाद पर कनिका कपूर का बड़ा बयान मेरे बच्चों को मिल रही थी जान से मारने की धमकी,3.009602390263381e-71,3.1248780749347066e-67,3.2231731633540145e-79
पूरी खबर सुने बक्सर। तीसरे चरण में बाजार समिति के प्रांगण में कड़ी प्रशासनिक सुरक्षा व्यवस्था के बीच शुरू हुई। सुबह आठ बजे मतगणना शुरू होते ही जनता का मिजाज सामने आने लगा और बदलाव के संकेत मिलने लगे। पहला परिणाम ग्राम पंचायत चिलहरी से ही बदलाव के रूप में सामने आया और इसके बाद एक एक कर ग्राम,2.2794079266090735e-212,1.2380500897757366e-200,3.073930762895431e-236
"केन्द्रीय स्वास्थ्य और परिवार कल्याण मंत्री डॉ . हर्ष वर्धन ने संडे संवाद के छठे एपिसोड में सोशल मीडिया के उपयोगकर्ताओं के साथ विचार विमर्श किया और उनके प्रश्नों के उत्तर दिए। नवरात्र के अवसर पर अपनी शुभकामनाएं देते हुए उन्होंने सोशल मीडिया के उपयोगकर्ताओं से आग्रह किया कि वे प्रधानमंत्री जी के जन आंदोलन के आह्वान का सम्मान करें और अन्य लोगों के लिए एम्बेसडर बन कर कोविड अनुकूल व्यवहार का पूरी तरह पालन करें। उन्होंने अपना अनुरोध दोहराया कि प्रत्येक व्यक्ति त्योहारों को पारम्परिक तरीके से अपने घरों में प्रियजनों के साथ मनाएं। केन्द्रीय मंत्री ने कहा , इस त्योहारों के मौसम में आयोजन से बढ़कर उपकार पर जोर दिया जाना चाहिए। त्योहारों का मेरा आयोजन भी विश्व भर में हमें बचाने के लिए संघर्ष कर रहे लाखों कोरोना वारियर्स पर कोविड 19 के प्रभाव के कारण हल्का रहेगा।",0.0,0.0,0.0
"बता दें , सोशल मीडिया पर इस फोटो पर लोग कमेंट्रस कर इसे बाल विवाह करार दे रहे हैं। वहीं , कुछ लोगों का कहना है कि ये शादी जबरदस्ती या इस शादी के लिए पैसे लिए गए हैं।",4.422469058189804e-131,2.520897617033858e-122,8.305766245977833e-156
उत्तर प्रदेश के डीजीपी हितेश अवस्थी के निर्देश के बाद यूपी पुलिस धार्मिक स्थलों पर जाकर लोगो से बातचीत कर रही है कि उनके यहां कोई भी जमात से जुड़ा हुआ व्यक्ति या उनके सम्पर्क में आया हुआ व्यक्ति तो नही हैं .,2.6595042796691935e-148,2.8751392528266193e-139,3.174775732346944e-172
कभी अस्पताल तो कभी नगर निगम के कर्मचारियों की ओर से नाम में गलतियां छोड़ दी जाती हैं। जिसके कारण लोगों को नाम ठीक करवाने के लिए फिर से निगम के चक्कर काटने पड़ते हैं।,9.985595683954235e-124,1.2091607531727214e-116,4.15475089235578e-141
अवैध उत्खनन में लगे वाहनों की निगरानी की जाए।,1.432891104689582e-36,1.0943534487884628e-34,4.741222165285317e-40
"मथुरा के थाना बलदेव क्षेत्र में शनिवार को यमुना एक्सप्रेसवे पर टायर फटने से बस में भीषण आग लग गई। बस में बैठे 50 यात्रियों ने जैसे तैसे बस से कूद कर जान बचाई। अफरातफरी में यात्रियों का सामान बस में ही रह गया , जो जल कर राख हो गया।",7.156901637067258e-185,6.348620547208729e-175,6.081292336751168e-203
